ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
36-60,31/03/23 09:29:13,https://twitter.com/JaeJae40415161/status/1522313152431820801,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@JaeJae40415161,JaeJae,(No bio),Anonymous,11/21,1,0,(Not stated),mistreating?? are you sure?? again if you are pertaining sa pera na ninakaw daw ng mga marcos hindi po yun totoo and na prove na po ng korte na wala silang ninakaw also nung time ng pamumuno ni fem yung pinaka naging maunlad yung bansa natin and he even used his own money para +,,"Text, Reply",05/06/22 04:31,https://drive.google.com/file/d/1O29NbGiLdyn0U9n-IMNEkS-PyZ3n_ehh/view?usp=sharing,"Emotional, Rational",0,0,0,0,,"MISLEADING, FALSE","The Marcos family still hasn't paid their estate taxes dating back to 1993.

FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.","Tweet is a reply to another user's tweet about how K-pop fans are begging their favorite group's entertainment company to treat their group right but ""will literally vote for someone who had horrible history of mistreating thousands of (people)"".",,,,,
36-61,31/03/23 09:29:14,https://twitter.com/NORMANVALIAO/status/1475341267509071872,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@NORMANVALIAO,"Norman Valiao, Jr.",Pakialamerong Kuba,Anonymous,09/09,711,141,"Manila, Philippines",Weh! Typical Dilawan. Hangang ngayon hindi pa makulong ang mga Marcos. Puro hangin ang ibidensya. Kung malakas loob mo ilabas mo dito ibidensya mo. Bukas kulong ka sa libel! LOL! Wag ako bata! Lumaki ako sa martial law. Mapayapa ang buhay namin dati. Kayo ang sumira.,,"Text, Reply",12/27/21 13:42,https://drive.google.com/file/d/1yNk1bkxKycPPguUtHqCaDUuoNt76kp8q/view?usp=sharing,Emotional,0,1,0,0,,"MISLEADING, FALSE","Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

There have been various court rulings and charges pressed against the Marcos family.",Tweet is a reply to a user saying if they want to know who the former President Rodrigo Duterte was referring to when he made a remark about a particular 2022 presidential candidate that apparently uses cocaine.,,,,,
36-62,31/03/23 09:29:16,https://twitter.com/DudsCristobal/status/1495187000567431169,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@DudsCristobal,Cristobal Duds,c🧐🧐L,Anonymous,10/20,973,563,(Not stated),Tapos binabato nila sisi sa pangulong marcos eh disiplinado maayos at mapayapa ang buhay nang mamayan nun..ang sentemo may halaga nung panahon ni pangulong marcos kaninong panahon nawalan nang halaga ang sentemo untimo piso dahil  nagtaasan na lahat nang bilihen panahon ni cory,,"Text, Reply",02/20/22 08:02,https://drive.google.com/file/d/16VHD4K2HX8mZq22VQNKhOqjneDZGITsC/view?usp=share_link,Emotional,1,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

Economy plummeted during Marcos regime as well.","Tweet is a reply to an unavailable tweet, which was also a reply to a post by Philstar.com stating that Marcos Sr. bankrupted the Central Bank",,,,,
36-63,01/04/23 14:37:07,https://twitter.com/tmieryq/status/1521781574689124352,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@tmieryq,ramie,"사랑해요 
@kieransunD",Anonymous,02/22,1739,1170,(Not stated),"prove it to me na pinahirap nila Ang pilipinas then baka Kung gonon maging kakampinks ako, the Philippines is one of the most influential counties nung time ng Marcos they are the ones who build the first ever trains in the south west countries marami din silang napatayo++",,"Text, Reply",04/05/22 17:19,https://drive.google.com/file/d/1ygqGDyJv-_-nFKtAvd9IwXuJm-qXBHug/view?usp=share_link,"Rational, Emotional",0,2,0,2,,INACCURATE,"Data shows how bad the Philippine economy was during FEM regime; we were not one of the most influential countries.

It was not the first ever trains but mass rapid transit system.",Tweet is a part of a thread of 2 users arguing about why OP supports BBM for the 2022 elections.,,,,,
36-64,01/04/23 14:59:21,https://twitter.com/tmieryq/status/1521781832064274432,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@tmieryq,ramie,"사랑해요 
@kieransunD",Anonymous,02/22,1739,1170,(Not stated),na mga cultural buildings in just a span of 4 years isa sa mga maunlad na bansa ang pilipinas noon at kung sasabihin mo sila Ang nag pahirap you're wrong dahil gawa it ng mga dilawans not marcos,,"Text, Reply",04/07/22 02:20,https://drive.google.com/file/d/19ciaKK6wXPmwe4SwvzSlWTzLXaV0VTVo/view?usp=share_link,"Rational, Emotional",0,0,0,1,,INACCURATE,FEM put the Philippines in a great deal of debt to the point that we are still paying it up until present time.,Tweet is a continuation of a previously collected tweet in the dataset. It is part of a thread of 2 users arguing about why OP supports BBM for the 2022 elections.,,,,,
36-65,01/04/23 15:19:33,https://twitter.com/jmlenciano/status/1524192090284265472,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@jmlenciano,Joane Lenciano,Capricornian // Coffee Lover // Loves to cook // Foodie,Identified,08/17,192,2,"Antipolo City, Calabarzon","Hindi nasayang ang Pilipinas nung Marcos administration. In fact, kilala at maunlad ang Pilipinas. Tinitingala nga ng ibang mga bansa. I should know, kasi naikwento ng Lolo't Lola ko ang tunay na history ng Pilipinas na binago ng mga dilawan.",,"Text, Reply",11/05/22 08:58,https://drive.google.com/file/d/19W6vN2_vazZZblNDkjHrCX2BNYQhC7IH/view?usp=share_link,"Rational, Emotional",10,0,0,0,,FALSE,Data shows how bad the Philippine economy was during FEM regime;,"Tweet is a reply to a tweet by Kimpoy Feliciano saying ""Sayang Pilipinas"" with regard to the defeat of Leni Rebredo in 2022 Presidential Elections.",,,,,
36-66,01/04/23 15:27:57,https://twitter.com/Chicagobulls081/status/1516270031965155332?s=20,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@Chicagobulls081,Chicagobulls08,Bulls fan forever,Anonymous,01/22,8,1,(Not stated),Dali lang gumawa mga chart na yan para sirain si marcos ..... pero i lived in the 80s napaka ganda ng economy ng pinas malaki value ng pera ng pinas 1peso 10bhat .... ikaw did you lived in this years??? O puro graphic lang basehan mo????,,"Text, Reply",19/04/22 12:18,https://drive.google.com/file/d/15J2m2s9SCV2P8zDVMgfKd2dQEBwmoWuO/view?usp=share_link,"Rational, Emotional",0,1,0,0,,,Data shows how bad the Philippine economy was during FEM regime;,Tweet is part of a reply thread of an argument rooting from a quote tweet on Toni Gonzaga's statement during a rally of BBM in 2022 elections campaign period.,,,,,
36-67,01/04/23 15:34:41,https://twitter.com/Chicagobulls081/status/1516348226189766656,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@Chicagobulls081,Chicagobulls08,Bulls fan forever,Anonymous,01/22,8,1,(Not stated),O un pala e nakita mo noong araw maganda buhay ng tao mura bilihin mataas ang halaga ng peso.... umupo lang cory mawala na value ng pera natin....... malaysia thailand taiwan even vietnam panahon marcos 1 is to 10.... ngyun baliktad na 10 is to 1??? Paliwanag mo nga,,"Text, Reply",19/04/22 17:29,https://drive.google.com/file/d/1TbTPR3MqKcQHa58RyjKSVlvwrzoK8PDs/view?usp=share_link,"Rational, Emotional",0,2,0,0,,,Data shows how bad the Philippine economy was during FEM regime;,Tweet is part of a reply thread of an argument rooting from a quote tweet on Toni Gonzaga's statement during a rally of BBM in 2022 elections campaign period.,,,,,
36-68,01/04/23 17:23:34,https://twitter.com/tamahajett/status/1524370718439448576,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@tamahajett,J E T T .. ✌️ ♥️ 🇵🇭 💚 👊,(No bio),Anonymous,10/16,429,575,Republic of the Philippines,ANONG MAGNANAKAW PINAGSASABI NYO !! WLANG NINAKAW MGA MARCOS TATAK NYO SA BAGA AT UTAK NYO YAN MAHIYA NMN KAU SA MGA PINAGSASABI NYO MAUNLAD ANG PINAS SA PANAHON N PRES.FEM .. SYA ANG TOTOONG BINALAHURA NAINTINDIHAN MO!!,,"Text, Reply",11/05/22 20:47,https://drive.google.com/file/d/1OC9RGyEMAMDi4tmh4xdbfBo7_h9ZdO7U/view?usp=share_link,Emotional,0,1,0,0,,FALSE,"FEM even has a Guinness World Record as the “Greatest Robbery of a Government"" ",Tweet is a reply to an unavailable tweet which is part of a thread whose root is a tweet of the OP as well.,,,,,
36-69,01/04/23 17:32:14,https://twitter.com/ABCDEFG97600426/status/1524387616103493632,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@ABCDEFG97600426,ABCDEFGHIJKLMNOPQRSTOVWXYZ,(No bio),Anonymous,01/22,228,7,(Not stated),Tamolmol Kaba ? 30yrs Ago Maunlad Ang Pilipinas Dahil Yun Sa Mahusay Na Pamamalakad Ng Mga Marcos,,"Text, Reply",11/05/22 21:55,https://drive.google.com/file/d/1Q8m3Q-Qh66L0Hbk1AfNDz8EyYS79H93L/view?usp=share_link,Emotional,0,0,0,1,,INACCURATE,"The President of the Philippines 30 years ago was Corazon Aquino, whose administration was burdened to handle the corrupted system FEM left behind.",Tweet is part of a reply thread under a tweet criticizing Sara Duterte as the new DepEd secretary.,,,,,
36-70,01/04/23 17:32:29,https://twitter.com/ninilili_m/status/1524408139164295168,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@ninilili_m,lilililili_kim,(No bio),Anonymous,11/21,90,26,(Not stated),"Gurl anong facts ba sinasabi mo?
Mother, Father, Lolo at Lola ko naexperienced ang panahon ni marcos at lahat cla iisa lang ang sinabi maunlad ang pilipinas nung c marcos ang presidente disiplinado ang mga tao at mura ang bilihin..",,"Text, Reply",12/05/22 07:19,https://drive.google.com/file/d/1U5hnoQbYJkEiGVSTyhaVGHWjdWKq-qLL/view?usp=share_link,Emotional,2,1,0,0,,INACCURATE,The PH was in an economic crisis during Marcos regime; inflation even reached 50% during Marcos regime.,Tweet is part of a thread of arguing Twitter users,,,,,
36-71,02/04/23 21:10:11,https://twitter.com/teriyo/status/1049467148534452224?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@teriyo,Eterio Herrera jr,(No bio),Identified,03/09,4411,1641,"Parramatta, Australia","I liked a 
@YouTube
 video http://youtu.be/oO29Q5_fJJE?a Maunlad ang Pilipinas noon. Maraming Gold si Marcos",,"Text, Youtube Link",09/10/18 09:10,https://drive.google.com/file/d/1eVS8xsisztmiPPaYgM5oh9aEtzulyHyW/view?usp=share_link,Rational,0,0,0,0,,FALSE,"There have been multiple sources that debunk the ""hidden"" Marcos wealth through their so-called gold deposits.",Tweet links to a now-deleted Youtube video. The video appears to be a conspiracy video on Marcos' Gold.,,,,,
36-72,02/04/23 21:49:16,https://twitter.com/nOneiann/status/1203781467454595072?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@nOneiann,Jinjin,(No bio),Anonymous,10/18,469,250,japan 3rd floor dapit sa sun,"Bruh in Marcos' time, the Philippines was the richest country in Southeast Asia. Don't talk about the million dollar loan from the world bank because Aquino's loan was actually bigger than Marcos' loan.",,"Text, Reply",09/12/19 05:00,https://drive.google.com/file/d/1kUaNz_LVrYwk-TRr4GtgH-emUaFUOXj1/view?usp=share_link,Rational,2,0,0,0,,"MISLEADING, FALSE","The Philippines was not the richest country in Asia during Marcos era.

The external debt during Cory's Administration was largely inherited from Marcos' administration. During Marcos' term, the external debts ballooned from $600 million to $28 billion. During Aquino's term, the external debt increased from $28 billion to $33 billion. Source: World Development Indicators. To verify the data from the source, select the following parameters: Countries: Philippines, Indicators: External Debt Stocks, Total, Time: 1966 - 1992",,,,,,
36-73,02/04/23 22:46:24,https://twitter.com/bluebluerskies/status/1289504056487051264?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@bluebluerskies,Skye Bleux 💖,"🙏🙏🙏

🇵🇭 
@bongbongmarcos
 2022
President Marcos http://bit.ly/3hyyCc2
Imelda Marcos http://bit.ly/3OdjheG",Anonymous,03/11,2644,1266,🌏,"After Marcos left, everything the government did was destroy Marcos projects. In fact, Marcos made the Philippines 2nd richest country. He focused on education and based his government on MERITROCRACY, while the ones that followed had Kleptocracy but put all the blame on Marcos.",,"Text, Reply",01/08/20 18:11,https://drive.google.com/file/d/1vvbBHpNTCb58tWKZD2sXKn_jFPX8EybI/view?usp=share_link,Rational,1,1,0,0,,FALSE,"The Philippines was not the 2nd richest country in Asia during Marcos era.

The Marcos era was marked with Kleptocracy and Crony Capitalism. It was far from the Meritocracy that it claimed.",Tweet is part of a thread with deleted tweets.,,,,,
36-74,02/04/23 23:06:30,https://twitter.com/YaARos6/status/1497016500892598272?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@YaARos6,yanieee,"Be KIND - even if others won't. ❤️✌️
Filipina•PolSci•Music•KenKen's Meowmy 😾😼",Anonymous,10/20,137,362,(Not stated),Ferdinand Marcos Sr is the father of Modern Philippines. Thank you for not allowing bloodshed during EDSA 1 when you could've defended your presidency with arms. Thank you for enforcing Martial Law - thus protecting our country from anarchy and communism. Salamat Apo Lakay! ✌️🇵🇭,,Text,25/02/2022 9:12,https://drive.google.com/file/d/1k8fp0LQWp-hf6qyuhqoIxfAeTxbqE9AB/view?usp=share_link,Emotional,170,34,128,0,,"MISLEADING, FALSE","Marcos did not save the Philippines from CPP-NPA-NDF, it only exacerbated the threat. 

The claim that Marcos was cause for a bloodless EDSA revolution is misleading, as there were still dispatched tanks and armored vehicles along Camp Aguinaldo, as well as threats from FEM with the use of heavy artillery.",,,,,,
36-75,03/04/23 00:09:17,https://twitter.com/JRDimacalinta/status/1543468612778098690?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@JRDimacalinta,James R. Dimacalinta,"Views and opinions are my own. Read at your own risk.
NO GRAMMAR NAZI ALLOWED OR YOU WILL BE BLOCKED.
BBM-SARA ❤️💚",Anonymous,05/22,41,860,(Not stated),"5. Marcos is the worst president?
- No, he is the best president we ever had. He is a modernizer, once became the richest country in SEA. Build infrastructures and of course, 13th month pay in which we cherish. Don't forget Thrilla in Manila, Beatles concert, Miss U, Papal Visit.",,"Text, Reply",03/07/22 13:36,https://drive.google.com/file/d/1_vn02qgvR6lqhpERFLp47Nm-gvmQy13J/view?usp=share_link,Emotional,2,0,0,0,,"MISLEADING, FALSE",The Philippines was never the richest country in SEA during Marcos era.,"Tweet is part of a thread claiming to ""debunk"" a lot of misconceptions during Marcos era.",,,,,
36-76,03/04/23 00:25:17,https://twitter.com/AyEsHa_CuEnCa/status/1548034644397830152?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@AyEsHa_CuEnCa,:’),main,Anonymous,07/19,247,155,(Not stated),"we were the richest among of all. Kahit pagsamasamahin mo pa ung European countries, walang katumbas ung kayamanan natin. I didn’t know na ferdinand marcos has the biggest influence and respect of other countries because of his kindness and brilliant mind in their time.",,"Text, Reply",16/07/22 3:59,https://drive.google.com/file/d/1ZIeb_2x_87HJRJ3138vuRNf2-OcLAaPo/view?usp=share_link,Rational,0,1,0,0,,FALSE,"There have been multiple sources that debunk the ""hidden"" Marcos wealth through their so-called gold deposits.","Tweet is part of a thread about the Tallano gold, a well-known myth of the Marcoses.",,,,,
36-77,03/04/23 00:37:15,https://twitter.com/R3troMerc/status/1524285889031159810?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@R3troMerc,Retro,"Don't take 93.205% of my tweets seriously

cba, farts, won't hesitate to beat you up with a plunger",Anonymous,11/20,156,7,Outside your house,"Cut the bullshit, Ferdinand Marcos Sr. Only implemented martial law to protect the Philippines from being invaded by the Japanese, if it wasn't for martial law, Philippines would be gone by now. 2:1 ratio for PHP during the term of Marcos, we were once the second richest in Asia.",,"Text, Reply",11/05/22 15:10,https://drive.google.com/file/d/13JgkaTXpVKMu9AmoI6hRpdhICuh9d7CK/view?usp=share_link,Emotional,0,3,0,0,,FAKE,"There is absolutely no connection with the declaration of Martial Law with the ""Invasion of Japanese."" The reason for the declaration was to allegedly prevent communist uprising in the Philippines.

The Philippines was not the 2nd richest country in Asia during Marcos era.

The peso weakened against the dollar during Marcos era.",,,,,,
36-78,03/04/23 00:41:42,https://twitter.com/R3troMerc/status/1524286281467187200?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@R3troMerc,Retro,"Don't take 93.205% of my tweets seriously

cba, farts, won't hesitate to beat you up with a plunger",Anonymous,11/20,156,7,Outside your house,"Another reason why martial law was implemented is because to prevent the PH from turning into a communist country and to discipline us, the people have been rebelling against him. Can Leni do that? Fuck no! Learn people. LEARN!",,"Text, Reply",11/05/22 15:12,https://drive.google.com/file/d/1rUsbg34os9NMxjrU-ylhAYSGUH0UpLSC/view?usp=share_link,Emotional,0,1,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

Marcos did not save us from the communist threat, it only exacerbated it.",,,,,,
36-79,03/04/23 01:05:49,https://twitter.com/ninilili_m/status/1524409158405324800?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@ninilili_m,lilililili_kim,What is Cucumber Bro?,Anonymous,11/21,89,26,(Not stated),"Nagpatayo sya ng eskwelahan, tulay, airport, hospital na hanggang ngaun pinapakinabangan parin natin
Sa loob ng 20 yrs. na panunungkulan ni marcos 500 billion ang nagastos nia pero nung si cory na ang presidente sa loob ng 6 yrs trillion ang nagastos nia",,"Text, Reply",11/05/22 23:20,https://drive.google.com/file/d/1eqbNYBtki4IfGigTWjn1bZjIhD5cT68u/view?usp=share_link,Rational,0,1,0,0,,MISLEADING,"The external debt during Cory's Administration was largely inherited from Marcos' administration. During Marcos' term, the external debts ballooned from $600 million to $28 billion. During Aquino's term, the external debt increased from $28 billion to $33 billion. Source: World Development Indicators. To verify the data from the source, select the following parameters: Countries: Philippines, Indicators: External Debt Stocks, Total, Time: 1966 - 1992",,,,,,
36-80,03/04/23 01:09:14,https://twitter.com/parchuie/status/1524681703973060608,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@parchuie,mazikeen🫙 | mentally at the eras tour,"sweetie | for svt, ts, eymi, and kayden",Anonymous,12/20,37,17,(Not stated),"kay bbm
9. ginagawa lang niya lahat para sa pilipinas, sa tingin niyo kung walang martial law hindi magiging maunlad ang pilipinas? fyi, sabi ng lola ko matahimik ang buhay sa kapanahunan ng mga marcos not until dumating si cory 🤣✌️
10. magiging 20 pesos isang kilo ng bigas +",,"Text, Reply",12/05/22 17:23,https://drive.google.com/file/d/1b8PV0HtU-hh7MYtcSpjroqf1iBeP8PRj/view?usp=share_link,"Rational, Emotional",2,1,0,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-81,03/04/23 01:19:40,https://twitter.com/LS3968/status/1524661549285003264,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@LS3968,LS,YOLO so Live your Life to the fullest 😁,Anonymous,09/20,24,18,(Not stated),Yung mga lumalaban lang sa gobyerno ang may malagim n kahapon sa ML. Kung sumusunod ka sa gobyerno tahimik kang mamamayan walang mangyayari syo. At yan naman talaga ang dapat sa pilipinas yung Disiplina. Para fair baka dapat i research mo din kung gaano kasama ang mga Aquino.,,"Text, Reply",12/05/22 16:03,https://drive.google.com/file/d/1uAxVCphJ_6MNzzjSaBeAc3uVDKHNfzKL/view?usp=share_link,"Rational, Emotional",0,1,0,0,,FALSE,Thousands of law-abiding citizens experienced human rights violations during Martial Law.,,,,,,
36-82,03/04/23 01:24:43,https://twitter.com/Skrymyr/status/1524403699241881601?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@Skrymyr,Skrymyr,(No bio),Anonymous,12/21,16,0,(Not stated),Poor people were given house and lots for free. And we/my family was also given. In marcos administration there's no poorest of the poor and no richest of the rich.,,"Text, Reply",11/05/22 22:58,https://drive.google.com/file/d/1p_hcS_TgA94oY-A9OFLiHfHmPGhUrEUK/view?usp=share_link,Rational,0,1,0,0,,MISLEADING,Wealth disparity heightened during Marcos era.,,,,,,
36-83,03/04/23 01:35:51,https://twitter.com/micaela_tubig/status/15239248180094197766,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@micaela_tubig,Mica🤍,I don't have time for nonsense things.,Identified,05/22,172,4,"National Capital Region, Repub","My lola use to say noong panahon na marcos ang nakaupo, maayos at mapayapa ang pamumuhay ng mga tao. Isa ang pilipinas sa pinaka mayamang bansa. Why don't you'll talk about aquino's bulag ba kayo at di nyo makita ang mga ginawa ng mga aquino na ikinabagsak ng pilipinas?Gising uy!",,Text,10/05/22 15:16,https://drive.google.com/file/d/1fnwGRsiD1n-0c7L7kHQTwgsg3-eYRHX_/view?usp=share_link,"Rational, Emotional",0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-84,03/04/23 01:43:41,https://twitter.com/jhnnldym/status/1454009256651329539?s=20,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@jhnnldym,aerijennn,"@weareoneEXO
  ❛ 𝑰 𝒘𝒊𝒍𝒍 𝒔𝒕𝒂𝒚 𝒘𝒊𝒕𝒉 𝒚𝒐𝒖 𝒕𝒊𝒍𝒍 𝒕𝒉𝒆 𝒆𝒏𝒅 𝒔𝒐 𝒍𝒆𝒕'𝒔 𝒉𝒐𝒍𝒅 𝒐𝒏 ❜ ⋯ ♡ᵎ ‧₊
My president 
@bongbongmarcos",Anonymous,07/20,236,54,Saudi Arabia,"Marcoses is never a bad people. when in fact, they have contributed so much for the country esp. The late president Ferdinand marcos he literally save us from becoming a country like N.korea they are the true hero of the philippines!

#BringBackMarcos",,"Text, Image",29/10/21 16:56,https://drive.google.com/file/d/1OVVkRAV5GUJ83z8MoNQLHk7iy2Ezn_eQ/view?usp=share_link,Emotional,813,89,346,299,,FAKE,"If OP meant FEM saved the PH from communism, Marcos did not save the Philippines from the CPP-NPA-NDF but only exacerbated the threat. ","Tweet includes an edited photo of BBM holding a PH flag and accompanied by a tiger.

Bookmarks: 3",,,,,
36-85,03/04/23 02:02:07,https://twitter.com/CabanelaDoms/status/1532266060753555457,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@CabanelaDoms,Doms Cabanela,(No bio),Identified,06/19,69,18,(Not stated),"Many happy if history repeat, kasi masagana at tahimik nong panahon ng great leader FEM. Unlike nong pumalit na mga kawatan na grupo ni c at pcgg
Sila mga diktador na nagpahirap sa bansa kung hindi nawala marcos tiyak maunlad pinas now",,"Text, Reply",02/06/22 15:41,https://drive.google.com/file/d/10enw4r2wVW-74vkEBDSWq9uetIRy3XJw/view?usp=share_link,Emotional,1,0,0,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",Tweet was a reply to a post promoting the documentary The Kingmaker when BBM was elected President.,,,,,
36-86,03/04/23 02:09:17,https://twitter.com/CabanelaDoms/status/1534098524262268930,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@CabanelaDoms,Doms Cabanela,(No bio),Identified,06/19,69,18,(Not stated),I'm 72 yrs old at inabot me marcos era at napaka ganda  at maunlad nag umpisa lang gumulo at mag hirap umpisa upo si cory kong siya ang diktador,,"Text, Reply",07/06/22 17:02,https://drive.google.com/file/d/1hLg80j3IrO6pEBPUJHu4NeFG_M4Wmg1p/view?usp=share_link,Emotional,1,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-87,03/04/23 02:17:52,https://twitter.com/trojandetected6/status/1497476935525437446,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@trojandetected6,trojan,knock on my door and i'll open it for you,Anonymous,09/09,110,13,Cabanatuan/Makati city,KWENTO NG LOLO AT MAGULANG KO MASARAP ANG BUHAY NILA DURING ML YUNG MGA AKTIBISTA LANG DAW ANG NAGHIRAP DAHIL MGA KUMAKALABAN SA GOBYERNO,,"Text, Reply",26/02/22 15:41,https://drive.google.com/file/d/1pBb0Qs7QaMra9N4yTHEpiB-2hkXq41vi/view?usp=share_link,Emotional,0,0,0,1,,FALSE,Thousands of law-abiding citizens experienced human rights violations during Martial Law.,"Tweet was a reply to a tweet with an image saying, ""Nung panahon ni Marcos, mas maganda ang buhay ni MARCOS!!!""",,,,,
36-88,03/04/23 02:18:02,https://twitter.com/asaguil/status/1575000543655002112,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@asaguil,pimboy2,life is short....have fun!!!!,Anonymous,06/11,169,20,london UK,Dictatorship?   Cmon   Pres  Ferdinand  Marcos save  us  from  communism   kung   hindi  para na  tayong  North  Korea,,"Text, Reply",28/09/22 13:52,https://drive.google.com/file/d/1V9yPrGkVoUyGBAzCeKd3M_tDGqpNB42a/view?usp=share_link,"Rational, Emotional",0,0,0,0,,MISLEADING,Marcos did not save the Philippines from the CPP-NPA-NDF but only exacerbated the threat. ,Tweet is a reply to a deleted tweet.,,,,,
36-89,03/04/23 02:26:05,https://twitter.com/GilbertM102405/status/1574396175679393797?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@GilbertM102405,Gilbert M🇵🇭🇨🇦🇬🇧🇺🇸,"Love to travel and with family. A loving father, husband/partner. Believer of Holy Trinity. Proud OFW.",Anonymous,04/22,222,287,"British Columbia, Canada","natauhan lang si Dra Badoy sa katotohanan, same like me! Martial law was beneficial and good! Pres Marcos save the country from communism at ikaw isa din sa nag benefit thwt is a fact!",,"Text, Reply",26/09/2022 21:51,https://drive.google.com/file/d/1S2otrKTkgSXfGWxbiTiKVG9UO9qWX9Rf/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,Marcos did not save the Philippines from the CPP-NPA-NDF but only exacerbated the threat. ,Tweet is a reply to an image of Lorraine Badoy holding a Martial Law Anti-Marcos book.,,,,,
